,Unnamed: 0,tweet,bias
768,0,"Dueling town halls for Trump, Biden Thursday after debate plan nixed https://t.co/tUjhzN6W0h https://t.co/IyV2wqUM82
",N
769,0,"The mics on the NCB Town Hall debate sound horrible.
",N
770,0,"Biden and Trump doing live town halls but not against each other. Already worse than the first debate.
",N
771,0,"RT @PDiddie: Not watching either of the town hall shitshows. Watching this instead. #LisaforME #RankLisaFirst #VoteGreen2020
",L
772,0,"President Trump is extraordinarily evasive on whether he tested negative for covid before the first presidential debate.
",L
773,0,"How does Trump not know if he took the test the day of the debate. Dude lies all the time, just say you did dumbass
",L
774,0,"@seanmdav lies. Writes lies.  Tweets lies.
",L
775,0,"Seems like something he should know by now.
",N
776,0,"Guthrie asks the president if he took a covid test the day of the debate. He says: ""I don't know, I don't remember.""
",N
777,0,"Because NBC is a Trump propaganda. Anything wrong?
",L
778,0,"I mean, how could one possibly know?
",N
779,0,"RT @davidmackau: pressed by Savannah, Trump can't say if he took a test the day of the debate (which was one of the rules for coming)
",L
780,0,"@Anthony21458 @AriFleischer It's a town hall. Trump chicken out of an acutal debate. The audience asks the questions.
",L
781,0,"How does trump not remember if he took a covid test the day of the debate ?! #NBCTrumptownhall #Covid_19 #coronavirus
",L
782,0,"Don't watch the Trump thing y'all, don't further reward him for chickening out of the virtual debate
",L
783,0,"trump can't remember if he took the mandatory test before the debate?
",L
784,0,"RT @GarrettHaake: President Trump says he ""probably"" took a COVID test on the day of the debate....
",N
785,0,"Lies.
",N
786,0,"Trump won't say if he got a Covid test the day of the debate. ""Possibly I did. Possibly I didn't.""
",N
787,0,"Irresponsible is a good word for it
",N
788,0,"""Possibly I did, possibly I didn't."" For someone who lies so much, he's really bad at it.
",L
789,0,"RT @mviser: President Trump is extraordinarily evasive on whether he tested negative for covid before the first presidential debate.
",L
790,0,"RT @StringFellowDWN: Where can someone from #Pennsylvania watch #LisaForME #debate #Debatenight #BidenTownHall
",N
791,0,"Thank you Gov. Christie. Meanwhile, the orange buffoon is out throwing infected masks into crowds...
",L
792,0,"NOT TRUMPET TRHING TO AVOID THE QUESTION ON IF HE GOT TESTED ON THE DAY OF THE DEBATE OH MY
",L
793,0,"@NBCNews have a little pride, maybe? Yeeesh
",N
794,0,"Did you take a retest the day of the debate?
",N
795,0,"RT @BidenReps: Q: Did you take a test on the night of the debate?
",N
796,0,"@nataliereed84 sooo just to make sure I understand, he wants to DEBATE about folks right TO EXIST? fucking shit
",N
797,0,"What a small, petty little man.
",N
798,0,"Boycott NBC!
",R
799,0,"Trump is not answering whether he had a COVID on the day of the debate lmao
",L
800,0,"RT @jhdiscovery: This is disgusting and an utter disgrace.
",N
801,0,"@FrankLuntz Blame the debate common and Joe Biden.
",R
802,0,"His brain is addled.
",N
803,0,"RT @roun_sa_ville: I will debate any leftist on my podcast, the only requirement is that you procure a cask of amontillado from my cellar
",R
804,0,"Trump not answering whether he had test the day of the debate. ""Possibly I did, possibly I didn't.""
",N
805,0,"Trump just admitted he doesn't take COVID tests every day and ""doesn't remember"" if he took a test the day of the debate.
",L
806,0,"He says ""possibly he did, possibly he didn't"" take a test on the day of the debate
",N
807,0,"WATCH NOW: Utah's 3rd Congressional District debate
",N
808,0,"@MSNBC If trump can town hall why can't he debate Biden again? https://t.co/RzRO2A3cmU
",L
809,0,"Trying to tweet some truth regarding CA-28. #VoteRedToSaveAmerica
",R
810,0,"Traitors like this are why the first amendment is in jeopardy.
",N
811,0,"*So fun* watching a ""debate"" that is on two different channels and has completely different questions
",N
812,0,"@lesmthomas @Feedr1 @BreitbartNews Btw, how is a virtual debate a sham?
",N
813,0,"Yep. And already George is taking it to Biden, But Biden is being honest. Will Savannah check trump???
",L
814,0,"Fuck, I have to watch these townhalls, I wish it was a debate instead though :/
",N
815,0,"If you dont know who you are voting for this debate wont help
",N
816,0,"Trump says ""possibly I did, possibly I didn't"" take a test the day of the last debate. ""Some time after the debate I tested positive.""
",N
817,0,"Sigh
",N
818,0,"how does tr*mp not know whether or not he took a covid test the day of the debate.
",L
819,0,"RT @Brand_Allen: ""Possibly I did, possibly I didn't."" For someone who lies so much, he's really bad at it.
",L
820,0,"PROBABLY?!!!!?!?!?!?
",N
821,0,"How did this grotesque oaf end up in charge of this country?
",R
822,0,".@realDonaldTrump asked if he took a COVID test the day of the debate. He says, ""I don't even remember."" Huh? Key question. No good answer.
",L
823,0,"pressed by Savannah, Trump can't say if he took a test the day of the debate
",L
824,0,"Ernst at Iowa Senate debate: ""I would not say just broadly that we have systemic racism across the board.""
",R
825,0,"RT @PaulBegala: The poor guy is frightened.  Maybe he has bone spurs.
",L
826,0,"Literal double speak.
",N
827,0,"So Trump absolutely did not take a test the day of the debate #trumptownhall
",L
828,0,"@BidenReps @realDonaldTrump did NOT take a test on the night of the debate.
",R
829,0,"RT @svdate: Trump not answering whether he had test the day of the debate. ""Possibly I did, possibly I didn't.""
",N
830,0,"Also, Trump is lying. He doesn't remember if he was tested before the debate? Suuuuuure.
",L
831,0,"Debater in chief
",N
832,0,"This Is Not the Debate We Wanted - https://t.co/uVtfRMuLsu
",N
833,0,"Did you take a test the day of the debate?
",N
834,0,"RT @DavidNakamura: Trump not clear on whether he took a covid test on the day of his debate with Biden: ""Possibly I did; possibly I didn't.""
",N
835,0,"ya know
",N
836,0,"Lmfao
",N
837,0,"Savannah Guthrie is grilling the President about his Covid testing the day of the debate. Really? No one gives a shit!
",R
838,0,"Well, watching this one-sided non-debate with Biden is weird #Debatenight
",R
839,0,"I don't know about the rest of you but I'm watching @joebiden - the one who didn't back out of tonight's debate.
",L
840,0,"Trump is not answering whether he had a COVID test on the day of the debate lmao
",L
841,0,"""Possibly I did, possibly I didn't"" take a test the day of the debate. 
",N
842,0,"How does the media recover?
",N
843,0,"RT @abc4utah: Live Now: The 3rd Congressional District Debate https://t.co/OrMIgLAuuj https://t.co/YsqpmoACiV
",N
844,0,"Okay, now we know, he very obviously did not take a test the day of the debate.
",L
845,0,"I thought I was tuning-in for a town hall debate, not a live contact tracing session with President Trump. What gives, @NBCNews?
",L
846,0,"RT @ETheFriendly: Once again, Trump was right. https://t.co/5wcKvEhztY
",R
847,0,"skipping speech &amp; debate to send failed tweets into the void is this my peak
",N
848,0,"I just wish people would do research before going on rants
",N
849,0,"First lie of the night.
",N
850,0,"RT @THEMOCOLLINS: He fancies himself a comedian.  I fancy him in prison. THAT would be funny.
",N
851,0,"Anyone got a link for the town hall debate?
",N
852,0,"How would you not remember?
",N
853,0,"""Did you take the test the day of the debate?""
",N
854,0,"RT @jdeveneau1: Ch 10 PBS US State Senate Debate. Now 8PM
",N
855,0,"If you put the #BidenTownHall &amp; #TrumpTownHall on separate TVs at the same time, it will probably be easier to follow than the last debate.
",N
856,0,"The quarantine beard is gone.
",N
857,0,"RT @MattGertz: Okay, now we know, he very obviously did not take a test the day of the debate.
",N
858,0,"Did President Trump take a coronavirus test the day of the Cleveland debate? ""Possibly, I did. Possibly, I didn't."" @NBCNews #TrumpTownHall
",N
859,0,"It is not believable that he does not know this answer. (Yes, I know. Big shock all around.)
",N
860,0,"@pleizar already off to a fantastic start!
",N
861,0,"@AriFleischer The commission was a leftist fraud.  It chose leftist biased hacks for each debate and lied about it each time.
",R
862,0,"This idiot.
",N
863,0,"""Possibly I did, possibly I didn't"" take a test on the day of the debate, says Trump.
",N
864,0,"Donald Trump, did you take a test on the day of the debate with Joe Biden?
",N
865,0,"RT @D_Summerville: Breaking: Ernst has hard time connecting with Iowans.
",L
866,0,"(he didn't)
",N
867,0,"Debate commission bailed out C-SPAN's Steve Scully by canceling Trump-Biden showdown, critics say | Fox News https://t.co/7re5aJSwIq
",R
868,0,"RT @trailbla_zing: This aged terribly
",N
869,0,"Did Trump get tested before the first debate? ""Possibly I did. Possibly I didn't."" https://t.co/ewQ94tAXx7
",N
870,0,"Did Trump just admit he did not have a Covid test the day of the debate?
",L
871,0,"Hey @sarahcpr, we need another video!
",N
872,0,"This is the definition of pneumonia.
",N
873,0,"The NBC townhall is going to be a shitshow as I expected.
",N
874,0,"RT @NewsbySmiley: Did Trump get tested before the first debate? ""Possibly I did. Possibly I didn't."" https://t.co/ewQ94tAXx7
",N
875,0,"Do not watch @NBCNews. There will be clips afterwards. Do not give him the ratings!
",L
876,0,"RT @BryanDeanWright: Enemy of the People fits here.
",N
877,0,"He did and was positive most likely
",N
878,0,"""Possibly I did. Possibly I didn't."" -- Trump on if he took a coronavirus test the day of the first presidential debate
",N
879,0,"Trump speak for I was positive hoping to get Biden sick
",L
880,0,"Lies
",N
881,0,"Why the fuck did they let Trump on the honor system re: being tested before the debate
",L
882,0,"RT @BeaglesResist: @ddale8 Setting up his pre-excuse. He knows he's going to crater again, just like the last debate.
",L
883,0,"the lying is disgusting eh.
",N
884,0,"Lmao i love kamala harris
",L
885,0,"@JBFlint @WSJ Trump is the one who bowed out of the debate. He should not be rewarded with his own show!!!!
",L
886,0,"RT @TRAVELxNATURE: Look like the presidential debate https://t.co/FbwLy1QwUJ
",N
887,0,"RT @rising_serpent: And Democrats thought Mike Pence was mansplaining during his debate with Kamala Harris.
",R
888,0,"RT @KyleOrl: Sigh
",N
889,0,"When asked if he took a COVID-19 test the day of the debate, Donald Trump says ""Maybe I did. Maybe I didn't.""
",N
890,0,"@NBCNews Rewarding the narcissist after he refused to debate
",L
891,0,"lol come on
",N
892,0,"@nbc You really got suckered into this major FAILURE with the man baby @realDonaldTrump.
",L
893,0,"@realDonaldTrump, I don't know if I took a test before the debate? #trump I don't know? I always get tested. Ask the doctors. #LiarInChief
",L
894,0,"IS THERE ANOTHER FLY AT THIS #MESEN DEBATE
",N
895,0,"@FrankLuntz Or hold a debate.  Like what was supposed to happen.
",N
896,0,"RT @PBoothMedia: @brianstelter Not that complicated: Trump chickened out of the debate, and @NBCNews rewarded him for his tantrum. Shameful.
",L
897,0,"Trump was positive at the debate!
",R
898,0,"RT @CharlieGileNBC: Seems like something he should know by now.
",N
899,0,"RT @atrupar: ""Possibly I did. Possibly I didn't."" -- Trump on if he took a coronavirus test the day of the first presidential debate
",N
900,0,"RT @brian_cahn: This is the definition of pneumonia. https://t.co/ptItNCkehY
",N
901,0,"Going great so far
",N
902,0,"RT @GrogsGamut: ie he didn't
",N
903,0,"So he broke the rules. There should be no more debates.
",N
904,0,"Both town hall events can be seen on the @wkyc Facebook page here: https://t.co/gdNP9nAGpg
",N
905,0,"@CahnEmily @Stonekettle More and more it looks like he knew he was positive at the debate and was hoping to kill Biden.
",L
906,0,"@RBReich It's ok, @realDonaldTrump is already blatantly lying about his debate testing and pneumonia and masks.
",L
907,0,"Off to a coherent start
",N
908,0,"Trump refuses to confirm whether or not he was tested for COVID the day of the debate
",N
909,0,"Translation: no
",N
910,0,"RT @KnowledgeHubTy: ya know
",N
911,0,"RT @BrianKarem: A self own. What will you be ""faking"" now, you disrespectful display of pyrotechnic mental meltdowns? @realDonaldTrump
",L
912,0,"""Probably""
",N
913,0,"good video on the rise of thought leaders in intellectual debate. highly recommend. https://t.co/GRH2DdNQO4
",N
914,0,"@SavannahGuthrie move on , we can debate a mask till we all die
",R
915,0,"Guthrie is more aggressive than I expected. Great job so far.
",N
916,0,"He didn't... the man was infected during the debate.
",N
917,0,"Steve Scully was an obvious partisan shill, now a liar too! #DemocratsTheEnemyWithin #CrookedBiden #TrumpPence2020
",R
918,0,"GUTHRIE: ""Did you take a test on the day of the debate?""
",N
919,0,"Trump would be a deplorable liar
",L
920,0,"NBC news is a joke.  Trying to get to the bottom of testing of President Trump prior to the debate. What a waste of his time!
",R
921,0,"You can watch the trump debate,  Biden debate or Tucker talking about Ukraine. All on at the same time .
",N
922,0,"RT @Roshan_Rinaldi: What a small, petty little man. https://t.co/vkMuD0ucP5
",N
923,0,"So trump did test positive the day of the debate. Interesting. #ChickenTrump #BidenHarris2020Landslide #CovidTesting
",L
924,0,"If you listen to both town halls simultaneously it sounds like their last debate
",N
925,0,"RT @davidmackau: pressed by Savannah, Trump can't say if he took a test the day of the debate
",L
926,0,"@BidenReps How the hell do u not answer a simple yes or no question- the debate was literally 2 weeks ago . SENILE ?
",R
927,0,"Trump doesn't confirm whether he took a coronavirus test the day of the first presidential debate
",N
928,0,"Trump townhall is a debate with the moderator!!!!
",L
929,0,"RT @fox13: WATCH NOW: Utah's 3rd Congressional District debate
",N
930,0,"@ElectProject 2.3M on 10/19 is as close as I can get 
",N
931,0,"RT @ChrisMegerian: ""Possibly I did, possibly I didn't"" take a test the day of the debate. 
",N
932,0,"RT @TheMuellerName: Trump says he doesn't know if he tested on the day of the debate... #NBCTrumptownhall
",N
933,0,"lol he's still got it
",N
934,0,"I'm all for Trump, but how do you not know if you took a test or not the day of the debate....? #TrumpTownHall
",R
935,0,"What a prick.
",N
936,0,"RT @r_manker: #ZakirNaik_VS_SaintRampalJi Must Watch Debate On Quran https://t.co/QIpDAZpAqL
",N
937,0,"Jesus Fucking Christ.
",N
938,0,"RT @brian_cahn: This is the definition of pneumonia.
",N
939,0,"He had the stuff when he walked onto the debate stage.
",N
940,0,"Watch Live: Trump &amp; Biden Hold Dueling Townhalls In Lieu Of 2nd Debate https://t.co/gJcwzE9M90 
",N
941,0,"RT @kajundo: It's that time everyone!
",N
942,0,"Just watched the @RepKClark debate. She uses the word ""I' to describe her ""accomplishments"" constantly. Also, she is full of shit.
",R
943,0,"RT @GirlFuturist: Watching @ABC with @joebiden, RIGHT NOW. https://t.co/43FmuDOtn1
",N
944,0,"RT @Kayteeko: @KamVTV And this happened on the day the 2nd Presidential debate was schedule!!
",N
945,0,"Ok @SavannahGuthrie vs. @realDonaldTrump debate is lit.
",N
946,0,"RT @felixthedurr: Please observe this important debate regarding hooves v paws: https://t.co/jbbd6ynomu
",N
947,0,"Literally the rules of the debate
",N
949,0,"Hmm. Anybody think he's lying?
",N
950,0,"RT @TheLastRefuge2: No weapons formed against you shall prosper...
",N
951,0,"""Sir, Did you take a test the day of the debate?""
",N
952,0,"""I'm okay with masks.""
",N
953,0,"So he didn't. As suspected.
",N
954,0,"Trump on whether he was tested for Covid on the day of the debate: ""Possibly I did, possibly I didnt""
",N
955,0,"Presidential Debate Moderator Suspended After Blatant Lie - American Action News https://t.co/ocJG7thh0M
",R
956,0,"RT @GianmarcoSoresi: If you listen to both town halls simultaneously it sounds like their last debate
",N
957,0,"That means no.
",N
958,0,"This MSNBC Town Hall is already way more devastating for Trump than the last debate.
",L
960,0,"RT @simonhedlin: GUTHRIE: ""Did you take a test on the day of the debate?""
",N
961,0,"@SocialistMMA FFS, NP won't even debate her opponent.
",N
962,0,"God, I hate him. I genuinely hate Donald Trump.
",L
963,0,"@ddale8 Translation: ""No, I wasn't tested at the WH, and I arrived too late at the debate hall to be tested"".
",N
964,0,"Exactly! https://t.co/NMs9bZj6h3
",N
965,0,"RT @MagaBotAngel1: Asshole.
",N
967,0,"RT @HelenKennedy: At this point, why are you going through with this @NBCNews?
",N
968,0,"RT @svdate: ""I'm okay with masks.""
",N
969,0,"Isn't this supposed to be a town hall debate? Why is the moderator arguing with Trump about his COVID case?
",R
970,0,"RT @B52Malmet: @linksteroh @NBCNews This stunning reward for a candidate who backed out of the debate is despicable. #FireChuckTodd
",L
971,0,"#TrumpDementia -- his fading memory!
",L
972,0,"RT @littledeekay: Jesus Fucking Christ.
",N
973,0,"RT @lionel_trolling: lol he's still got it https://t.co/xcbt9JjLIb
",N
974,0,"A lot more informative though, at least the Biden one.
",L
975,0,"RT @OrrChris: Tfw you damage your reputation by doing Trump's bidding and he trashes you anyway. https://t.co/mu3tOM8Hgb
",L
976,0,"The Salt Lake City ABC affiliate has elected to air a Congressional debate instead.
",N
977,0,"Not watching NBC.   Watch ABC.
",N
978,0,"RT @ZenGuille: The whole media should just resign.
",N
979,0,"RT @JESZTRUMP2020: From debate. Bidens wiredd cuff &amp; inside right side if lapel. Google it. https://t.co/x35wlvUqZf
",R
981,0,"RT @TrueNorthPolit1: This MSNBC Town Hall is already way more devastating for Trump than the last debate.
",L
982,0,"RT @HETorresJr: What a prick.
",N
983,0,"RT @tackettdc: Trump said he doesn't remember if he took a COVID test the day of the debate
",N
984,0,"We're still having the mask debate. I can't believe I live here. I want to move.
",N
985,0,"Sounds like Don the Con is really excited about talking to the American people. Not! #WeCantHearYouDonnie
",L
986,0,"Joe Biden looks right at home in this townhall debate style.
",N
989,0,"RT @DailyTrix: Trump can't remember 2 weeks ago, but Biden is the guy with dementia.
",L
990,0,"Oh brother...
",N
991,0,"run around the mulberry bush....
",N
992,0,"took some time away from hades and came back today and this shit really GoTY no debate
",N
993,0,"RT @LanceUlanoff: Trump does not know if he took a COVID test on the day of the debate. #TownHall https://t.co/F5EQ3ChLEz
",N
994,0,"@ddale8 I thought it was confirmed he did not test at the debate- is he talking about internal testing the day of then?
",N
995,0,"There's a good debate going on right now between the Rays and Astros. Soon the Dodgers and Braves will be debating.
",N
996,0,"Of course he did not.  #TrumpFailedAmerica
",L
997,0,"@AhmedBaba_ They made damn sure that Trump arrived to late at the debate to take a test there, we know that much
",L
998,0,"@ddale8 Wasn't testing part of the rules for the last debate??
",N
999,0,"AD Best Bigman in the league no debate whatsoever
",N
1000,0,"I hope they don't do a last debate. If I were Joe Biden I wouldn't be in the same room as Donald Trump ever again.
",L
1001,0,"This Town Hall is FASCINATING. Trump Town Hall is way better than a debate.
",R
1002,0,"RT @mechester2016: Trying to tweet some truth regarding CA-28. #VoteRedToSaveAmerica
",R
1003,0,"RT @Theophite: come watch my FAKE town hall
",N
1004,0,"EXACTLY!!
",N
1005,0,"To be clear, a negative debate test is required by the debate commission.
",N
1006,0,"@lisastark351 Biden, but I peeked at trumps long enough to see Savannah grilling him on his Covid test before the debate.
",N
1007,0,"Post debate NBC will regret this.
",N
1008,0,"RT @Butter72035882: @MSNBC If trump can town hall why can't he debate Biden again? https://t.co/RzRO2A3cmU
",L
1009,0,"Really happy to not be watching a debate right now.
",N
1010,0,"RT @BGHeaven: What an embarrassment to the USA.  Does he want to be a bad tv comic or a leader?  NVM he just wants all the cameras on him.
",R
1011,0,"RT @Dknight10k: Trump can't answer if he took a covid test on the day of the debate. This fucker here.
",L
1012,0,"RT @pdabrosca: The ""100% honest and ethical"" guy lied about his Twitter being hacked, Frank.
",R
1013,0,"Guthrie is crushing this. Why can't we get a debate moderator like this?
",N
1014,0,"Well this is fun.  Two candidates talking non-stop over each other.  Nothing like the last debate. https://t.co/JzOY4PmdXM
",N
1015,0,"RT @DailyTrix: Trump can't remember 2 weeks ago, but Biden is the guy with dementia. https://t.co/2GCOxcE5ll
",L
1016,0,"I thought Trump had one of the all time great memories.
",N
1017,0,"Fuucking nasty asss man
",N
1018,0,"watching my first Maine Senate debate and Gideon says she wants to reinstate the filibuster for judicial nominees?
",N
1019,0,"RT @sendhimbacknov3: Right there with you, Wanda
",N
1020,0,"So... Trump gets to debate a reporter for his ""town hall"", Biden gets softballs. 
",R
1021,0,"Trump refused a debate. People should boycott his town hall.
",L
1022,0,"RT @HETorresJr: What a prick. https://t.co/7szMbSxOr4
",N
1024,0,"Lying degenerate. @realDonaldTrump
",L
1025,0,"RT @Independent: CSPAN debate moderator Steve Scully suspended after he lied about being hacked over Trump tweet https://t.co/aAv2wktZmO
",N
1026,0,"@KOLO8 It's 5:08 PM. WHERE is the SCHEDULED DEBATE?
",N
1027,0,"The man with the perfect memory, the best memory of all time, can't remember if he got a test on the day of the debate.
",L
1028,0,"RT @besf0rt: this you? https://t.co/vJOYpjU750
",N
1030,0,"Amy ""I dont recall"" Barrett
",L
1031,0,"She has asked the same question 4 times: Did you take a test on the day of the debate? https://t.co/4J091QFyfa
",N
1032,0,"Perfection.
",N
1035,0,"Trump still refusing to say when he tested negative to covid
",L
1036,0,"C-SPAN Suspends Anti-Trump Debate Moderator Steve Scully ""Indefinitely"" For Lying About Twitter Hack | Zero Hedge https://t.co/rPBZtUMRyh
",R
1037,0,"I would very much like to see Savannah Guthrie moderate a debate.
",N
1038,0,"Omg... President Trump says he does not remember if he was tested on the day of the first presidential debate. REALLY??
",L
1039,0,"RT @MJKelly7: @realDonaldTrump always seems to be 10 feet ahead of the establishment. BTW. #BidenCrimeFamily
",R
1040,0,"@slammy99 @scrowder Not sure what your point is. The debate he was supposed to moderate would have been on NBC.
",N
1042,0,"@CalebJHull That's why I'll watch the Dodgers and get the debate info here.
",N
1043,0,"Is Joe Biden having to debate the moderator of his town hall like President Trump is in #TrumpTownhall ?
",R
1044,0,"Shavannah has no creds for this assignment ~ 
",N
1045,0,"RT @Demagogues_Bane: I hope they don't do a last debate. If I were Joe Biden I wouldn't be in the same room as Donald Trump ever again.
",L
1046,0,"RT @NOD008: ""Sir, Did you take a test the day of the debate?""
",N
1047,0,"@DiamondandSilk @bennyjohnson Has a great debate between Biden and Biden on @newsmax
",R
1048,0,"He's never been tested i bet
",N
1049,0,"Oh he did and went anyway I'll bet.
",N
1050,0,"Savannah Guthrie is a great interviewer. Much much better any of the debate moderators, imho #NBC #debate
",N
1051,0,"RT @keiserrott: FACTS MATTER! https://t.co/364nKk7gGh
",N
1052,0,"and the have trump own on MULTIPLE stations.
",N
1053,0,"Oh. My. Goodness. @SavannahGuthrie is so freaking shrill tonight. This is not a debate - it's a town hall. #TrumpTownhall
",R
1054,0,"@EricTrump @kcm285 @nbc @realDonaldTrump Is this a debate between Savannah and Trump?
",N
1055,0,"if you're curious about the trump town hall, follow @atrupar's coverage. don't give him any ratings.
",L
1056,0,"reminder that Trump's main line of attack against Biden is supposed cognitive issues
",L
1057,0,"LOSER!
",N
1058,0,"Follow @BenWinslow for live updates of the debate tonight. Head to our Facebook page or website to watch!
",N
1059,0,"RT @briantylercohen: NBC chose this.
",N
1060,0,"So when is this bitch gonna let The President answer questions? She turning this ""town hall"" into a debate. This is bullshit.
",R
1061,0,"RT @Goss30Goss: Joe Biden looks right at home in this townhall debate style.
",L
1062,0,"RT @Sparty80GoGreen: Take it over and just talk about the scumbag Biden crime family.
",R
1063,0,"RT @MarkDavis: See?  Told you there would be a debate on NBC.
",N
1065,0,"RT @Josiensor: Savannah Guthrie is a great interviewer. Much much better any of the debate moderators, imho #NBC #debate
",N
1066,0,"RT @GalacticRedPill: So... Trump gets to debate a reporter for his ""town hall"", Biden gets softballs. 
",R
1067,0,"""I have one of the greatest memories of all time.""
",N
1068,0,"RT @RachelHeine: if you're curious about the trump town hall, follow @atrupar's coverage. don't give him any ratings.
",L
1069,0,"RT @rolling_2: ABC UTAH is airing a local debate with two men who look like morticians. How can I watch Joe?
",N
1070,0,"RT @ForAmerica: Is Joe Biden having to debate the moderator of his town hall like President Trump is in #TrumpTownhall ?
",R
1071,0,"RT @MomJar1: If you dont know who you are voting for this debate wont help
",N
1072,0,"RT @America08220938: @AdamZHerman When he was talking about it in the first debate I literally thought he was talking about a mob hit.
",N
1073,0,"My theory is that doctors have jabbed that swab so far up his nose that it damaged his hippocampus.
",N
1074,0,"Boycott NBC over this obvious money grab by selling America out
",R
1075,0,"RT @lindsaywise: Ernst at Iowa Senate debate: ""I would not say just broadly that we have systemic racism across the board.""
",R
1076,0,"RT @GrogsGamut: ie he didn't https://t.co/7RPD7UYn3z
",N
1077,0,"RT @rabiasquared: He's never been tested i bet https://t.co/6po9ZOQBYk
",N
1078,0,"RT @Cernovich: Ok frank. https://t.co/Mbc5QVJlTH
",N
1079,0,"So, Trump has to debate the moderator? I thought it was going to be a townhall?
",R
1080,0,"Possibly a lie...who are we kidding...he did NOT!
",N
1081,0,"@SavannahGuthrie this is not your debate with #POTUS.
",R
1082,0,"Debate moderators be like:
",N
1083,0,"Is this a debate with the host or a town hall? @NBCNews
",N
1084,0,"So the answer is no.
",N
1085,0,"gonna put two tvs across from each other and pretend that it is a normal debate and that everything is ok :)
",N
1086,0,"@realikamusume Is she the final Debate moderator as well?
",N
1087,0,"RT @rabiasquared: He's never been tested i bet
",N
1088,0,"""I have one of the great memories of all time.""
",N
1089,0,"RT @votelavenia: Candidate @Greenfield4NY19 barred from tonight's @WMHTPubMedia NY 19 Congressional Debate https://t.co/kWJ5gnmEZI
",N
1090,0,"@adamugarba Fem.. Man With An Empty Skull.. We Should Do A Debate And See How Youll  Be Schooled
",N
1091,0,"Literally the answer to any question
",N
1092,0,"Hahahaha Trump is debating the host. Just like the first debate!!!
",N
1093,0,"How does he not know? Donald Trump is a danger to American lives.
",L
1094,0,"RT @ofirahy: It did not!
",N
1095,0,"Trump Was Saying At His Rally That He Was Being Set-Up?? By Who I Have No Idea!
",N
1096,0,"Trump: 4 Years in, and he Doesn't Know Anything
",L
1097,0,"I want to watch this but the lady doing this debate is beyond annoying @NBCNews
",N
1098,0,"What a guy.
",N
1099,0,"He just told Guthrie he didn't remember if he was tested on debate night.
",N
1100,0,"So, that's a no.
",N
1101,0,"OK KAREN!
",N
1102,0,"Welcome to the @SavannahGuthrie vs @realDonaldTrump debate!!!
",N
1104,0,"The correct choice, sir.
",N
1105,0,"Unfit for any job but being the son of a wealthy guy
",N
1106,0,"RT @RalstonReports: ""I have one of the great memories of all time.""
",N
1107,0,"RT @edwrather: So, Trump has to debate the moderator? I thought it was going to be a townhall?
",R
1108,0,"Was probably out partying with #ByeTiffany
",N
1109,0,"Savannah Guthrie doing 9000 times better than either debate moderator at cutting things off
",N
1110,0,"This is exactly why @NBCNews did not need to host this COVID Super Spreader in Chief
",L
1111,0,"RT @maxasteele: President Good Brain cannot remember when he was last tested before the debate. What a joke.
",L
1112,0,"RT @ortwerth: @ali Wallace, Rove, Spicer
",N
1113,0,"@lewis_goodall What differentiates a negative test from a negative debate test?
",N
1114,0,"Will Savanna Guthrie act like it's  a townhall and NOT a debate between her &amp; Trump, fucking please.
",L
1115,0,"Jeeze Louise he wont get to anything substantive because of debate with the moderator
",N
1116,0,"Steve Scully he is lie he is not honest person Frank luntz U covering his lie Steve Scully is bias he hates Trump
",R
1117,0,"This is a town hall Savannah not a debate.
",N
1118,0,"Just positively absurd lying... Because they knew he was infected at the debate
",L
1119,0,"Seein this absolute blert do this behind a podium with the US presidential seal on it is fuckin obscene.
",R
1120,0,"RT @swin24: Literally the answer to any question https://t.co/FccDIIGdCz
",N
1121,0,"Is this a debate or a lecture? Hmmm.
",N
1122,0,"RT @jennyrachelpal: Lying degenerate. @realDonaldTrump
",L
1123,0,"RT @snlester: There's a good debate going on right now between the Rays and Astros. Soon the Dodgers and Braves will be debating.
",N
1124,0,"RT @brian_cahn: Trump just admitted he doesn't take COVID tests every day and ""doesn't remember"" if he took a test the day of the debate.
",L
1125,0,"this is useful, congratulations @NBCNews
",N
1126,0,"@NBCNews  Samantha can  we get onto the Debate
",N
1127,0,"Watch live here: https://t.co/fDrdNcPkRz
",N
1128,0,"Word....
",N
1129,0,"RT @steelcitycrazy: This is a town hall Savannah not a debate.
",N
1130,0,"RT @StandUpAmerica: How does he not know? Donald Trump is a danger to American lives.
",L
1131,0,"RT @CrypticNoOnee: they should've got this guy to moderate the debate
",N
1132,0,"@Josiensor She asked if trump took a test before the debate. He replied mane I did, maybe I did not. 
",N
1133,0,"Oh My???He is supposed to visit Ocala tomorrow-Super Spreader Jingo!!!!!
",L
1134,0,"I like her alot! She's pushy lol PRESS HIM! #Debate #TownHall
",N
1135,0,"@cnnbrk After Biden refused to do the already agreed upon in person debate*
",R
1136,0,"RT @abradacabla: reminder that Trump's main line of attack against Biden is supposed cognitive issues
",L
1137,0,"Lmaooooo what the fuck son
",N
1138,0,"How fucking disgusting
",N
1139,0,"i would like a compelling argument that the job savannah guthrie does could not be done by a swiffer wet jet
",R
1140,0,"LOL what did anyone expect from this clown
",N
1141,0,"Looks like things are going well on the other channel.
",N
1142,0,"Trump is at another one-sided debate.
",L
1143,0,"Comical.
",N
